Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,,
2.53125,9.99E-07,4.06E-06,,1.60E-08,,
2.546875,9.99E-07,3.29E-06,,1.56E-08,,
2.5625,9.99E-07,2.66E-06,,1.59E-08,,
2.578125,9.99E-07,2.30E-06,,1.27E-08,,
2.59375,9.99E-07,2.29E-06,,1.56E-08,,
2.609375,9.99E-07,2.50E-06,,1.27E-08,,
2.625,9.99E-07,2.72E-06,,1.38E-08,,
2.640625,9.99E-07,3.03E-06,,1.36E-08,,
2.65625,9.99E-07,3.32E-06,,1.33E-08,,
2.671875,9.99E-07,3.59E-06,,1.19E-08,,
2.6875,9.99E-07,4.07E-06,,1.55E-08,,
2.703125,9.99E-07,4.44E-06,,1.06E-08,,
2.71875,9.99E-07,4.50E-06,,1.65E-08,,
2.734375,9.99E-07,4.58E-06,,1.29E-08,,
2.75,9.99E-07,5.01E-06,,1.43E-08,,
2.765625,9.99E-07,5.69E-06,,1.60E-08,,
2.78125,9.99E-07,5.98E-06,,1.46E-08,,
2.796875,9.99E-07,5.82E-06,,1.60E-08,,
2.8125,9.99E-07,5.82E-06,,1.78E-08,,
2.828125,9.99E-07,5.72E-06,,1.59E-08,,
2.84375,9.99E-07,5.26E-06,,1.80E-08,,
2.859375,9.99E-07,4.55E-06,,1.89E-08,,
2.875,9.99E-07,3.72E-06,,1.51E-08,,
2.890625,9.99E-07,2.83E-06,,2.07E-08,,
2.90625,9.99E-07,2.28E-06,,1.64E-08,,
2.921875,9.99E-07,1.86E-06,,1.82E-08,,
2.9375,9.99E-07,1.55E-06,,1.80E-08,,
2.953125,9.99E-07,1.64E-06,,1.59E-08,,
2.96875,9.99E-07,1.92E-06,,1.73E-08,,
2.984375,9.99E-07,2.06E-06,,1.61E-08,,
3,9.99E-07,1.97E-06,,1.58E-08,,
3.015625,9.99E-07,2.05E-06,,1.45E-08,,
3.03125,9.99E-07,2.25E-06,,1.66E-08,,
3.046875,9.99E-07,2.25E-06,,1.20E-08,,
3.0625,9.99E-07,2.11E-06,,1.67E-08,,
3.078125,9.99E-07,1.94E-06,,1.26E-08,,
3.09375,9.99E-07,1.90E-06,,1.46E-08,,
3.109375,9.99E-07,2.07E-06,,1.32E-08,,
3.125,9.99E-07,2.45E-06,,1.44E-08,,
3.140625,9.99E-07,2.99E-06,,1.28E-08,,
3.15625,9.99E-07,3.32E-06,,1.62E-08,,
3.171875,9.99E-07,3.31E-06,,1.38E-08,,
3.1875,9.99E-07,3.05E-06,,1.68E-08,,
3.203125,9.99E-07,2.91E-06,,1.58E-08,,
3.21875,9.99E-07,2.75E-06,,1.80E-08,,
3.234375,9.99E-07,2.72E-06,,1.48E-08,,
3.25,9.99E-07,2.79E-06,,1.91E-08,,
3.265625,9.99E-07,2.73E-06,,1.45E-08,,
3.28125,9.99E-07,2.29E-06,,1.72E-08,,
3.296875,9.99E-07,1.75E-06,,1.77E-08,,
3.3125,9.99E-07,1.69E-06,,1.37E-08,,
3.328125,9.99E-07,1.87E-06,,1.75E-08,,
3.34375,9.99E-07,2.16E-06,,1.45E-08,,
3.359375,9.99E-07,2.49E-06,,1.31E-08,,
3.375,9.99E-07,2.79E-06,,1.73E-08,,
3.390625,9.99E-07,2.80E-06,,1.14E-08,,
3.40625,9.99E-07,2.76E-06,,1.42E-08,,
3.421875,9.99E-07,2.95E-06,,1.37E-08,,
3.4375,9.99E-07,3.38E-06,,1.10E-08,,
3.453125,9.99E-07,4.22E-06,,1.36E-08,,
3.46875,9.99E-07,5.29E-06,,1.34E-08,,
3.484375,9.99E-07,6.51E-06,,1.12E-08,,
3.5,9.99E-07,7.07E-06,,1.61E-08,,
3.515625,9.99E-07,7.76E-06,,1.22E-08,,
3.53125,9.99E-07,8.79E-06,,1.45E-08,,
3.546875,9.99E-07,1.09E-05,,1.59E-08,,
3.5625,9.99E-07,1.28E-05,,1.31E-08,,
3.578125,9.99E-07,1.40E-05,,1.78E-08,,
3.59375,9.99E-07,1.45E-05,,1.33E-08,,
3.609375,9.99E-07,1.50E-05,,1.79E-08,,
3.625,9.99E-07,1.60E-05,,1.54E-08,,
3.640625,9.99E-07,1.69E-05,,1.60E-08,,
3.65625,9.99E-07,1.77E-05,,1.80E-08,,
3.671875,9.99E-07,1.88E-05,,1.40E-08,,
3.6875,9.99E-07,1.97E-05,,1.71E-08,,
3.703125,9.99E-07,1.99E-05,,1.47E-08,,
3.71875,9.99E-07,1.92E-05,,1.33E-08,,
3.734375,9.99E-07,1.85E-05,,1.65E-08,,
3.75,9.99E-07,1.74E-05,,1.12E-08,,
3.765625,9.99E-07,1.59E-05,,1.51E-08,,
3.78125,9.99E-07,1.44E-05,,1.28E-08,,
3.796875,9.99E-07,1.33E-05,,1.43E-08,,
3.8125,9.99E-07,1.30E-05,,1.27E-08,,
3.828125,9.99E-07,1.30E-05,,1.65E-08,,
3.84375,9.99E-07,1.27E-05,,1.26E-08,,
3.859375,9.99E-07,1.20E-05,,1.66E-08,,
3.875,9.99E-07,1.09E-05,,1.54E-08,,
3.890625,9.99E-07,1.00E-05,,1.67E-08,,
3.90625,9.99E-07,1.00E-05,,1.66E-08,,
3.921875,9.99E-07,9.93E-06,,1.87E-08,,
3.9375,9.99E-07,9.96E-06,,1.55E-08,,
3.953125,9.99E-07,1.08E-05,,1.93E-08,,
3.96875,9.99E-07,1.24E-05,,1.80E-08,,
3.984375,9.99E-07,1.42E-05,,1.55E-08,,
4,9.99E-07,1.53E-05,,1.94E-08,,
4.015625,9.99E-07,1.65E-05,,1.58E-08,,
4.03125,9.99E-07,1.78E-05,,1.47E-08,,
4.046875,9.99E-07,1.90E-05,,1.68E-08,,
4.0625,9.99E-07,1.92E-05,,1.40E-08,,
4.078125,9.99E-07,1.93E-05,,1.33E-08,,
4.09375,9.99E-07,1.99E-05,,1.77E-08,,
4.109375,9.99E-07,2.07E-05,,1.23E-08,,
4.125,9.99E-07,2.22E-05,,1.57E-08,,
4.140625,9.99E-07,2.41E-05,,1.74E-08,,
4.15625,9.99E-07,2.56E-05,,1.28E-08,,
4.171875,9.99E-07,2.68E-05,,1.97E-08,,
4.1875,9.99E-07,2.70E-05,,1.67E-08,,
4.203125,9.99E-07,2.59E-05,,1.72E-08,,
4.21875,9.99E-07,2.57E-05,,1.97E-08,,
4.234375,9.99E-07,2.60E-05,,1.72E-08,,
4.25,9.99E-07,2.60E-05,,1.94E-08,,
4.265625,9.99E-07,2.56E-05,,1.74E-08,,
4.28125,9.99E-07,2.56E-05,,2.02E-08,,
4.296875,9.99E-07,2.57E-05,,1.67E-08,,
4.3125,9.99E-07,2.63E-05,,1.88E-08,,
4.328125,9.99E-07,2.59E-05,,1.83E-08,,
4.34375,9.99E-07,2.50E-05,,1.54E-08,,
4.359375,9.99E-07,2.33E-05,,1.77E-08,,
4.375,9.99E-07,2.26E-05,,1.65E-08,,
4.390625,9.99E-07,2.31E-05,,1.53E-08,,
4.40625,9.99E-07,2.41E-05,,1.77E-08,,
4.421875,9.99E-07,2.41E-05,,1.70E-08,,
4.4375,9.99E-07,2.35E-05,,1.61E-08,,
4.453125,9.99E-07,2.26E-05,,1.79E-08,,
4.46875,9.99E-07,2.15E-05,,1.99E-08,,
4.484375,9.99E-07,2.05E-05,,1.51E-08,,
4.5,9.99E-07,2.00E-05,,2.35E-08,,
4.515625,9.99E-07,1.97E-05,,1.74E-08,,
4.53125,9.99E-07,1.83E-05,,1.76E-08,,
4.546875,9.99E-07,1.69E-05,,2.28E-08,,
4.5625,9.99E-07,1.54E-05,,1.43E-08,,
4.578125,9.99E-07,1.44E-05,,1.90E-08,,
4.59375,9.99E-07,1.38E-05,,1.75E-08,,
4.609375,9.99E-07,1.39E-05,,1.48E-08,,
4.625,9.99E-07,1.44E-05,,1.74E-08,,
4.640625,9.99E-07,1.42E-05,,1.56E-08,,
4.65625,9.99E-07,1.32E-05,,1.59E-08,,
4.671875,9.99E-07,1.24E-05,,1.42E-08,,
4.6875,9.99E-07,1.17E-05,,1.91E-08,,
4.703125,9.99E-07,1.15E-05,,1.35E-08,,
4.71875,9.99E-07,1.18E-05,,1.85E-08,,
4.734375,9.99E-07,1.14E-05,,1.72E-08,,
4.75,9.99E-07,1.07E-05,,1.57E-08,,
4.765625,9.99E-07,1.01E-05,,1.83E-08,,
4.78125,9.99E-07,1.08E-05,,1.81E-08,,
4.796875,9.99E-07,1.19E-05,,1.51E-08,,
4.8125,9.99E-07,1.25E-05,,2.02E-08,,
4.828125,9.99E-07,1.24E-05,,1.52E-08,,
4.84375,9.99E-07,1.26E-05,,1.77E-08,,
4.859375,9.99E-07,1.36E-05,,1.61E-08,,
4.875,9.99E-07,1.43E-05,,1.57E-08,,
4.890625,9.99E-07,1.52E-05,,1.56E-08,,
4.90625,9.99E-07,1.65E-05,,1.59E-08,,
4.921875,9.99E-07,1.72E-05,,1.45E-08,,
4.9375,9.99E-07,1.68E-05,,1.72E-08,,
4.953125,9.99E-07,1.59E-05,,1.47E-08,,
4.96875,9.99E-07,1.48E-05,,1.74E-08,,
4.984375,9.99E-07,1.35E-05,,1.68E-08,,
5,9.99E-07,1.23E-05,,1.81E-08,,
5.015625,9.99E-07,1.20E-05,,1.67E-08,,
5.03125,9.99E-07,1.22E-05,,2.06E-08,,
5.046875,9.99E-07,1.23E-05,,1.47E-08,,
5.0625,9.99E-07,1.19E-05,,1.91E-08,,
5.078125,9.99E-07,1.11E-05,,1.72E-08,,
5.09375,9.99E-07,9.89E-06,,1.36E-08,,
5.109375,9.99E-07,8.79E-06,,1.81E-08,,
5.125,9.99E-07,8.35E-06,,1.47E-08,,
5.140625,9.99E-07,7.64E-06,,1.31E-08,,
5.15625,9.99E-07,6.74E-06,,1.74E-08,,
5.171875,9.99E-07,6.19E-06,,1.41E-08,,
5.1875,9.99E-07,5.58E-06,,1.36E-08,,
5.203125,9.99E-07,4.57E-06,,1.76E-08,,
5.21875,9.99E-07,3.65E-06,,1.49E-08,,
5.234375,9.99E-07,3.03E-06,,1.59E-08,,
5.25,9.99E-07,2.69E-06,,1.83E-08,,
5.265625,9.99E-07,2.32E-06,,1.56E-08,,
5.28125,9.99E-07,2.03E-06,,1.57E-08,,
5.296875,9.99E-07,2.06E-06,,1.76E-08,,
5.3125,9.99E-07,2.32E-06,,1.47E-08,,
5.328125,9.99E-07,2.52E-06,,1.46E-08,,
5.34375,9.99E-07,2.78E-06,,1.42E-08,,
5.359375,9.99E-07,2.73E-06,,1.49E-08,,
5.375,9.99E-07,2.56E-06,,1.09E-08,,
5.390625,9.99E-07,2.26E-06,,1.72E-08,,
5.40625,9.99E-07,1.90E-06,,1.29E-08,,
5.421875,9.99E-07,1.75E-06,,1.50E-08,,
5.4375,9.99E-07,1.92E-06,,1.52E-08,,
5.453125,9.99E-07,1.97E-06,,1.71E-08,,
5.46875,9.99E-07,1.90E-06,,1.41E-08,,
5.484375,9.99E-07,1.98E-06,,1.80E-08,,
5.5,9.99E-07,2.09E-06,,1.61E-08,,
5.515625,9.99E-07,1.94E-06,,1.42E-08,,
5.53125,9.99E-07,1.81E-06,,1.66E-08,,
5.546875,9.99E-07,1.82E-06,,1.50E-08,,
5.5625,9.99E-07,2.00E-06,,1.36E-08,,
5.578125,9.99E-07,2.27E-06,,1.49E-08,,
5.59375,9.99E-07,2.49E-06,,1.50E-08,,
5.609375,9.99E-07,2.58E-06,,1.41E-08,,
5.625,9.99E-07,2.25E-06,,1.40E-08,,
5.640625,9.99E-07,2.08E-06,,1.75E-08,,
5.65625,9.99E-07,2.21E-06,,1.53E-08,,
5.671875,9.99E-07,2.58E-06,,1.49E-08,,
5.6875,9.99E-07,3.08E-06,,2.16E-08,,
5.703125,9.99E-07,3.70E-06,,1.41E-08,,
5.71875,9.99E-07,4.20E-06,,1.58E-08,,
5.734375,9.99E-07,4.76E-06,,2.28E-08,,
5.75,9.99E-07,5.82E-06,,1.02E-08,,
5.765625,9.99E-07,7.35E-06,,2.09E-08,,
5.78125,9.99E-07,8.21E-06,,1.73E-08,,
5.796875,9.99E-07,8.54E-06,,1.28E-08,,
5.8125,9.99E-07,8.51E-06,,1.60E-08,,
5.828125,9.99E-07,8.29E-06,,1.85E-08,,
5.84375,9.99E-07,7.96E-06,,1.26E-08,,
5.859375,9.99E-07,8.09E-06,,1.75E-08,,
5.875,9.99E-07,7.90E-06,,1.98E-08,,
5.890625,9.99E-07,7.24E-06,,1.37E-08,,
5.90625,9.99E-07,6.16E-06,,1.83E-08,,
5.921875,9.99E-07,5.10E-06,,1.95E-08,,
5.9375,9.99E-07,4.28E-06,,1.31E-08,,
5.953125,9.99E-07,3.71E-06,,1.74E-08,,
5.96875,9.99E-07,3.10E-06,,1.61E-08,,
5.984375,9.99E-07,2.37E-06,,1.20E-08,,
6,9.99E-07,1.70E-06,,1.61E-08,,
6.015625,9.99E-07,1.51E-06,,1.47E-08,,
6.03125,9.99E-07,1.68E-06,,1.26E-08,,
6.046875,9.99E-07,1.79E-06,,1.67E-08,,
6.0625,9.99E-07,1.74E-06,,1.39E-08,,
6.078125,9.99E-07,1.82E-06,,1.52E-08,,
6.09375,9.99E-07,2.05E-06,,1.55E-08,,
6.109375,9.99E-07,2.39E-06,,1.52E-08,,
6.125,9.99E-07,2.66E-06,,1.63E-08,,
6.140625,9.99E-07,2.87E-06,,1.52E-08,,
6.15625,9.99E-07,2.84E-06,,1.43E-08,,
6.171875,9.99E-07,2.47E-06,,1.51E-08,,
6.1875,9.99E-07,2.04E-06,,1.44E-08,,
6.203125,9.99E-07,1.64E-06,,1.30E-08,,
6.21875,9.99E-07,1.28E-06,,1.61E-08,,
6.234375,9.99E-07,1.21E-06,,1.27E-08,,
6.25,9.99E-07,1.41E-06,,1.71E-08,,
6.265625,9.99E-07,1.61E-06,,1.34E-08,,
6.28125,9.99E-07,1.57E-06,,1.89E-08,,
6.296875,9.99E-07,1.39E-06,,1.36E-08,,
6.3125,9.99E-07,1.42E-06,,1.72E-08,,
6.328125,9.99E-07,1.79E-06,,1.69E-08,,
6.34375,9.99E-07,2.24E-06,,1.45E-08,,
6.359375,9.99E-07,2.57E-06,,1.51E-08,,
6.375,9.99E-07,2.86E-06,,1.75E-08,,
6.390625,9.99E-07,3.31E-06,,1.18E-08,,
6.40625,9.99E-07,3.50E-06,,1.60E-08,,
6.421875,9.99E-07,4.12E-06,,1.70E-08,,
6.4375,9.99E-07,5.29E-06,,1.21E-08,,
6.453125,9.99E-07,6.50E-06,,1.83E-08,,
6.46875,9.99E-07,7.42E-06,,1.62E-08,,
6.484375,9.99E-07,8.26E-06,,1.49E-08,,
6.5,9.99E-07,9.11E-06,,1.65E-08,,
6.515625,9.99E-07,9.68E-06,,1.75E-08,,
6.53125,9.99E-07,9.89E-06,,1.39E-08,,
6.546875,9.99E-07,1.05E-05,,1.70E-08,,
6.5625,9.99E-07,1.13E-05,,1.36E-08,,
6.578125,9.99E-07,1.27E-05,,1.61E-08,,
6.59375,9.99E-07,1.37E-05,,1.23E-08,,
6.609375,9.99E-07,1.41E-05,,1.64E-08,,
6.625,9.99E-07,1.37E-05,,1.42E-08,,
6.640625,9.99E-07,1.32E-05,,1.66E-08,,
6.65625,9.99E-07,1.27E-05,,1.54E-08,,
6.671875,9.99E-07,1.28E-05,,1.85E-08,,
6.6875,9.99E-07,1.29E-05,,1.50E-08,,
6.703125,9.99E-07,1.28E-05,,1.83E-08,,
6.71875,9.99E-07,1.28E-05,,1.46E-08,,
6.734375,9.99E-07,1.32E-05,,1.70E-08,,
6.75,9.99E-07,1.29E-05,,1.37E-08,,
6.765625,9.99E-07,1.28E-05,,1.45E-08,,
6.78125,9.99E-07,1.30E-05,,1.61E-08,,
6.796875,9.99E-07,1.34E-05,,1.37E-08,,
6.8125,9.99E-07,1.37E-05,,1.44E-08,,
6.828125,9.99E-07,1.36E-05,,1.93E-08,,
6.84375,9.99E-07,1.29E-05,,1.33E-08,,
6.859375,9.99E-07,1.22E-05,,1.60E-08,,
6.875,9.99E-07,1.23E-05,,2.03E-08,,
6.890625,9.99E-07,1.30E-05,,1.26E-08,,
6.90625,9.99E-07,1.40E-05,,1.55E-08,,
6.921875,9.99E-07,1.50E-05,,1.94E-08,,
6.9375,9.99E-07,1.58E-05,,1.17E-08,,
6.953125,9.99E-07,1.64E-05,,1.44E-08,,
6.96875,9.99E-07,1.77E-05,,1.70E-08,,
6.984375,9.99E-07,1.85E-05,,1.44E-08,,
7,9.99E-07,1.80E-05,,1.26E-08,,
7.015625,9.99E-07,1.70E-05,,1.96E-08,,
7.03125,9.99E-07,1.62E-05,,1.47E-08,,
7.046875,9.99E-07,1.56E-05,,1.29E-08,,
7.0625,9.99E-07,1.53E-05,,1.95E-08,,
7.078125,9.99E-07,1.57E-05,,1.48E-08,,
7.09375,9.99E-07,1.58E-05,,1.19E-08,,
7.109375,9.99E-07,1.52E-05,,1.91E-08,,
7.125,9.99E-07,1.55E-05,,1.30E-08,,
7.140625,9.99E-07,1.67E-05,,1.30E-08,,
7.15625,9.99E-07,1.84E-05,,1.78E-08,,
7.171875,9.99E-07,2.01E-05,,1.16E-08,,
7.1875,9.99E-07,2.16E-05,,1.72E-08,,
7.203125,9.99E-07,2.31E-05,,1.44E-08,,
7.21875,9.99E-07,2.52E-05,,1.67E-08,,
7.234375,9.99E-07,2.73E-05,,1.45E-08,,
7.25,9.99E-07,2.80E-05,,1.57E-08,,
7.265625,9.99E-07,2.77E-05,,1.32E-08,,
7.28125,9.99E-07,2.75E-05,,1.54E-08,,
7.296875,9.99E-07,2.71E-05,,1.39E-08,,
7.3125,9.99E-07,2.66E-05,,1.43E-08,,
7.328125,9.99E-07,2.55E-05,,1.40E-08,,
7.34375,9.99E-07,2.46E-05,,1.85E-08,,
7.359375,9.99E-07,2.39E-05,,1.31E-08,,
7.375,9.99E-07,2.40E-05,,1.58E-08,,
7.390625,9.99E-07,2.57E-05,,1.95E-08,,
7.40625,9.99E-07,2.73E-05,,1.18E-08,,
7.421875,9.99E-07,2.86E-05,,1.59E-08,,
7.4375,9.99E-07,2.91E-05,,1.58E-08,,
7.453125,9.99E-07,2.84E-05,,1.26E-08,,
7.46875,9.99E-07,2.69E-05,,1.29E-08,,
7.484375,9.99E-07,2.57E-05,,1.57E-08,,
7.5,9.99E-07,2.52E-05,,1.38E-08,,
7.515625,9.99E-07,2.48E-05,,1.43E-08,,
